Loading Datastore...
 * Serving Flask app 'server' (lazy loading)
 * Environment: production
   WARNING: This is a development server. Do not use it in a production deployment.
   Use a production WSGI server instead.
 * Debug mode: off
 * Running on http://127.0.0.1:6080/ (Press CTRL+C to quit)
127.0.0.1 - - [25/Oct/2021 12:42:07] "POST /dm/create/v1 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:42:07] "GET /dm/list/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjEsInNlc3Npb25faWQiOjE4N30.ANkqkzatbHzVUDac5WwCGdk4T6ztcjYF46OHMnHEGxo HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:42:07] "GET /dm/list/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjIsInNlc3Npb25faWQiOjE4OH0.PBsmUcJDhd7FnmDJL1_G0bzl1omnIrMtGOtXCsqtZIE HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:42:07] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:42:07] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:42:07] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjEsInNlc3Npb25faWQiOjE4OX0.iSc_egsOI1cpP0ECRrv5z3IpbmX_gIZiDrkAIlMHJYU&u_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:42:07] "POST /dm/create/v1 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:42:07] "GET /dm/details/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjEsInNlc3Npb25faWQiOjE4OX0.iSc_egsOI1cpP0ECRrv5z3IpbmX_gIZiDrkAIlMHJYU&dm_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:42:07] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:42:07] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:42:07] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjEsInNlc3Npb25faWQiOjE5MH0.29ydDV6d5p5miA8njZA5BXbAJw2CL9VoVewsGYU7Je4&u_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:42:07] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:42:07] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjIsInNlc3Npb25faWQiOjE5MX0.AnczW_2SqC9f8m7Bret_-qiv5--DYatBrRCIXsAo9Gk&u_id=2 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:42:07] "POST /dm/create/v1 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:42:07] "GET /dm/details/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjEsInNlc3Npb25faWQiOjE5MH0.29ydDV6d5p5miA8njZA5BXbAJw2CL9VoVewsGYU7Je4&dm_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:42:07] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:42:07] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:42:07] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjEsInNlc3Npb25faWQiOjE5Mn0.qbIIL80ty2r_69RJ1M6yxShDQSzsd5Uuf9J9scVt0ds&u_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:42:07] "POST /dm/create/v1 HTTP/1.1" 400 -
127.0.0.1 - - [25/Oct/2021 12:42:07] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:42:07] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:42:07] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjEsInNlc3Npb25faWQiOjE5M30.RmNnAk2QcK5qYku38RcFoKay2ECpBV4YQn7-elHNTtg&u_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:42:07] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:42:07] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjIsInNlc3Npb25faWQiOjE5NH0.36uq7piWxSmgmARtzOk3tq0bHVswCF9DFtRSoslx0D0&u_id=2 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:42:07] "POST /dm/create/v1 HTTP/1.1" 400 -
127.0.0.1 - - [25/Oct/2021 12:42:07] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:42:07] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:42:07] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjEsInNlc3Npb25faWQiOjE5NX0.ca08Npze34qfVyYQupQTDurVoFRQeZFKukEVniV7WZk&u_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:42:07] "POST /auth/logout/v1 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:42:07] "POST /dm/create/v1 HTTP/1.1" 403 -
127.0.0.1 - - [25/Oct/2021 12:42:07] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:42:07] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:42:07] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjEsInNlc3Npb25faWQiOjE5Nn0.sLfDDoXbaxXE5tvQdRSbN5y-2HHMMOd2uYsi7DkPUSM&u_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:42:07] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:42:07] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjIsInNlc3Npb25faWQiOjE5N30.Mdbj2Q_wTLTwf5IKHB7afA4NRC4mpjydLCkSRLqxZlU&u_id=2 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:42:07] "POST /dm/create/v1 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:42:07] "GET /dm/details/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjEsInNlc3Npb25faWQiOjE5Nn0.sLfDDoXbaxXE5tvQdRSbN5y-2HHMMOd2uYsi7DkPUSM&dm_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:42:07] "GET /dm/details/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjIsInNlc3Npb25faWQiOjE5N30.Mdbj2Q_wTLTwf5IKHB7afA4NRC4mpjydLCkSRLqxZlU&dm_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:42:07] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:42:07] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:42:07] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjEsInNlc3Npb25faWQiOjE5OH0.vqhnXbYtTyX1ZGvanCQEfatSin1p7mTMIYjhBsTrLwE&u_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:42:07] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:42:07] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjIsInNlc3Npb25faWQiOjE5OX0.RTJuuNULd8tz1qY8ALqjems-UJTMJFsHbY2iLKrrA7g&u_id=2 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:42:07] "POST /dm/create/v1 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:42:07] "GET /dm/details/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjEsInNlc3Npb25faWQiOjE5OH0.vqhnXbYtTyX1ZGvanCQEfatSin1p7mTMIYjhBsTrLwE&dm_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:42:07] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:42:07] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjMsInNlc3Npb25faWQiOjIwMH0.AI9F_OqPAQBa52gK1wDgy2tnnxCct0WcBQGSYvT2EL4&u_id=3 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:42:07] "GET /dm/details/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjMsInNlc3Npb25faWQiOjIwMH0.AI9F_OqPAQBa52gK1wDgy2tnnxCct0WcBQGSYvT2EL4&dm_id=1 HTTP/1.1" 403 -
127.0.0.1 - - [25/Oct/2021 12:42:07] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:42:07] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:42:07] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjEsInNlc3Npb25faWQiOjIwMX0.1rzjawejheej1Ef_tiNumpwYwQEtPVbWIh_hJzsqDEY&u_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:42:07] "GET /dm/details/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjEsInNlc3Npb25faWQiOjIwMX0.1rzjawejheej1Ef_tiNumpwYwQEtPVbWIh_hJzsqDEY&dm_id=-1 HTTP/1.1" 400 -
127.0.0.1 - - [25/Oct/2021 12:42:07] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:42:07] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:42:07] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjEsInNlc3Npb25faWQiOjIwMn0.4HKcBGWMx7-EW6k4h4Hf05Bx45VFCaihnXPXTm4muRM&u_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:42:07] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:42:07] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjIsInNlc3Npb25faWQiOjIwM30.8VH35RB7UXQZ_mUBbNIO7jN4J8fGgKlyZdQH_b5izPk&u_id=2 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:42:07] "POST /dm/create/v1 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:42:07] "GET /dm/details/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjEsInNlc3Npb25faWQiOjIwMn0.4HKcBGWMx7-EW6k4h4Hf05Bx45VFCaihnXPXTm4muRM&dm_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:42:07] "POST /auth/logout/v1 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:42:07] "GET /dm/details/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjEsInNlc3Npb25faWQiOjIwMn0.4HKcBGWMx7-EW6k4h4Hf05Bx45VFCaihnXPXTm4muRM&dm_id=1 HTTP/1.1" 403 -
127.0.0.1 - - [25/Oct/2021 12:42:07] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:42:08] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:42:08] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjEsInNlc3Npb25faWQiOjIwNH0.NoIXfdFhSzPAeZIrkqH0CDstE6tcGEy4BSLt6XhQhCk&u_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:42:08] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:42:08] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjIsInNlc3Npb25faWQiOjIwNX0.HVRUmpL1MiTZTPdEbvZVHwrtAW-rmZkY9wYL7_NTqZU&u_id=2 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:42:08] "POST /dm/create/v1 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:42:08] "GET /dm/details/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjEsInNlc3Npb25faWQiOjIwNH0.NoIXfdFhSzPAeZIrkqH0CDstE6tcGEy4BSLt6XhQhCk&dm_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:42:08] "POST /dm/leave/v1 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:42:08] "GET /dm/list/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjIsInNlc3Npb25faWQiOjIwNX0.HVRUmpL1MiTZTPdEbvZVHwrtAW-rmZkY9wYL7_NTqZU HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:42:08] "GET /dm/details/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjEsInNlc3Npb25faWQiOjIwNH0.NoIXfdFhSzPAeZIrkqH0CDstE6tcGEy4BSLt6XhQhCk&dm_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:42:08] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:42:08] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:42:08] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjEsInNlc3Npb25faWQiOjIwNn0.3rNHJ3tRBVNqC554aAY99kkodatcXqGPY-juVJ-WT-A&u_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:42:08] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:42:08] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjIsInNlc3Npb25faWQiOjIwN30.MnBBvxJOUCW7V34GNOCLwr0ptOE2F_np46-nuRqjB5s&u_id=2 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:42:08] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:42:08] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjMsInNlc3Npb25faWQiOjIwOH0.XwY-p-COPwvsWUVcemXyYEGvSkpXYF6e0bqYpaGwV38&u_id=3 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:42:08] "POST /dm/create/v1 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:42:08] "GET /dm/details/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjIsInNlc3Npb25faWQiOjIwN30.MnBBvxJOUCW7V34GNOCLwr0ptOE2F_np46-nuRqjB5s&dm_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:42:08] "POST /dm/leave/v1 HTTP/1.1" 403 -
127.0.0.1 - - [25/Oct/2021 12:42:08] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:42:08] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:42:08] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjEsInNlc3Npb25faWQiOjIwOX0.ELnf5eklIsZ9YALx1yn0hog2HdeZamAt3eFJ4KB9s3c&u_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:42:08] "POST /dm/leave/v1 HTTP/1.1" 400 -
127.0.0.1 - - [25/Oct/2021 12:42:08] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:42:08] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:42:08] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjEsInNlc3Npb25faWQiOjIxMH0.-EFrLS90DDn41XE7_2f2ymTFLo1kbU1N_OmA2jvK6ow&u_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:42:08] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:42:08] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjIsInNlc3Npb25faWQiOjIxMX0.5iXrzRLlw1DkTU82oG2DYDwyq0O__wbvc9LI-5BO2aE&u_id=2 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:42:08] "POST /dm/create/v1 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:42:08] "GET /dm/details/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjEsInNlc3Npb25faWQiOjIxMH0.-EFrLS90DDn41XE7_2f2ymTFLo1kbU1N_OmA2jvK6ow&dm_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:42:08] "POST /auth/logout/v1 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:42:08] "POST /dm/leave/v1 HTTP/1.1" 403 -
127.0.0.1 - - [25/Oct/2021 12:42:08] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:42:08] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:42:08] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjEsInNlc3Npb25faWQiOjIxMn0.g2V3Wswm67YYewOP4DPvA_tYpW2A8NPkDnuTO7kxKzI&u_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:42:08] "GET /dm/list/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjEsInNlc3Npb25faWQiOjIxMn0.g2V3Wswm67YYewOP4DPvA_tYpW2A8NPkDnuTO7kxKzI HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:42:08] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:42:08] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:42:08] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjEsInNlc3Npb25faWQiOjIxM30.LcjDLHjANfgGbkWd63aqEsFsKs9nAV-CtUFgHvJz7UY&u_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:42:08] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:42:08] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjIsInNlc3Npb25faWQiOjIxNH0.ahdMKqHoaLqOBCICuq9Fe-Xxy9AwuwWmYdll6CwDd2E&u_id=2 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:42:08] "POST /dm/create/v1 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:42:08] "GET /dm/details/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjEsInNlc3Npb25faWQiOjIxM30.LcjDLHjANfgGbkWd63aqEsFsKs9nAV-CtUFgHvJz7UY&dm_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:42:08] "GET /dm/list/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjEsInNlc3Npb25faWQiOjIxM30.LcjDLHjANfgGbkWd63aqEsFsKs9nAV-CtUFgHvJz7UY HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:42:08] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:42:08] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:42:08] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjEsInNlc3Npb25faWQiOjIxNX0.FSy3quQRGvCANu5JyJHtDh_Ggk5XgST6ShmmRQE-WFk&u_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:42:08] "POST /dm/create/v1 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:42:08] "GET /dm/details/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjEsInNlc3Npb25faWQiOjIxNX0.FSy3quQRGvCANu5JyJHtDh_Ggk5XgST6ShmmRQE-WFk&dm_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:42:08] "POST /dm/create/v1 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:42:08] "GET /dm/details/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjEsInNlc3Npb25faWQiOjIxNX0.FSy3quQRGvCANu5JyJHtDh_Ggk5XgST6ShmmRQE-WFk&dm_id=2 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:42:08] "GET /dm/list/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjEsInNlc3Npb25faWQiOjIxNX0.FSy3quQRGvCANu5JyJHtDh_Ggk5XgST6ShmmRQE-WFk HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:42:08] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:42:08] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:42:08] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjEsInNlc3Npb25faWQiOjIxNn0.h97SQFy0NH0xivJJvfQTS1LLWip8l4jdQec1EGpPhJc&u_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:42:08] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:42:08] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjIsInNlc3Npb25faWQiOjIxN30.5rzkw4DlYtbpm_yiAEopsmUqIeHCt9jeZ3ZcH_VPZ9A&u_id=2 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:42:08] "POST /dm/create/v1 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:42:08] "GET /dm/details/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjIsInNlc3Npb25faWQiOjIxN30.5rzkw4DlYtbpm_yiAEopsmUqIeHCt9jeZ3ZcH_VPZ9A&dm_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:42:08] "POST /dm/leave/v1 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:42:08] "GET /dm/list/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjEsInNlc3Npb25faWQiOjIxNn0.h97SQFy0NH0xivJJvfQTS1LLWip8l4jdQec1EGpPhJc HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:42:08] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:42:08] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:42:08] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjEsInNlc3Npb25faWQiOjIxOH0.dCfZ2sXL4X2M862eqmKElrUNdqb6cckmPwX4CrPHl34&u_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [25/Oct/2021 12:42:08] "POST /auth/logout/v1 HTTP/1.1" 200 -
